# linear_a	angular_a	linear_error	angular_error
-1.586646131	-1.329982786	0.0001168351482	0.00193365463
-0.4534089917	-0.6000545026	0.0005850925991	0.003665110821
2.037055194	1.076038576	-0.0001706185149	0.003497903672
-0.02000001907	-0.3600003433	-0.0001876350183	0.002997465966
-0.02000001907	-0.3600003433	-0.0001866412803	-0.0005104002403
-0.007000033379	-0.1046892072	-0.000183841267	-0.0004685245575
0.6333285014	13.36656183	0.0007153210358	-0.003777571539
0.3166714986	6.683435313	-0.001159122746	-0.007910001748
-0.04761909628	-0.09523852634	-0.0006034701087	0.001355892159
-0.002380903724	-0.1897592326	-0.0008431220129	-0.001032328561
-0.01999973774	-0.1050020503	-0.001011622705	-0.002750011145
-0.03000026226	-0.1000000954	-0.0003890264265	0.0005028449505
-0.05	-0.184998641	-0.000902726869	-0.001528399237
-0.02727260117	-0.1790908338	-0.001069693404	-0.00105413971
-0.02272739883	-0.1659097145	-0.0005378508421	0.004325290379
-0.05	-0.2580968483	-0.0006733123851	0.001261286355
-0.02999964237	-0.2000001907	-0.0005627874048	-0.00109202346
-0.02000035763	-0.1085726612	0.000683954248	0.004413013057
-0.04545427748	-0.1863642629	-0.000395965153	0.001385221825
-0.004545722523	-0.2036368338	-0.0002849522641	0.002918881953
-0.03499964237	-0.2300000954	-0.0005162320088	0.003333536881
-0.01500035763	-0.165000453	-0.0008025363342	-0.0001837664543
-0.05	-0.1977275397	-0.0004319961595	-0.0007680825323
-0.05	-0.1050006437	-0.0004278779068	-0.003308451602
-0.004761603087	-0.1745233492	0.0005539011188	0.007038413266
-0.04523839691	-0.09547657925	-0.0005229919884	0.0003877960137
-0.05	-0.1	-0.0003645825983	6.06E-05
-0.05	-0.1	-0.0001685705234	-0.0007652966793
-0.1799957085	-6.149853372	-0.0008269788575	-0.0005491532488
-0.1200042915	-4.100146628	0.0008714878913	0.007217656699
0.314996829	9.7649017	-1.69E-05	-0.004057592901
0.03500317098	1.0850983	-0.0004237090985	-0.004924019926
0.05	0.1	-0.0005830582675	0.0007025889906
0.02999952316	0.05999904632	0.0001419914012	0.0007466485662
0.02000047684	0.07809613987	-0.0003194633607	-0.001199982125
0.01666661368	0.06583319161	8.40E-06	0.0009261671758
0.03333338632	0.09666620042	-0.0006674434301	-0.001978662877
0.04761902816	0.04761926658	-0.0006009629893	-0.0002044414107
0.002380971845	0.09738104337	-0.0005123394258	0.001097209038
0.05	0.06000015895	-0.0005688664808	-0.002990396713
-2.069037454	-8.69888576	0.000104355903	0.001347081107
-1.880962546	-7.928614276	0.002070409759	0.01311451769
3.95	16.89761876	-0.0007096244691	-0.0006029272063
0.04499997616	0.1423811966	-0.0008970051265	-0.002075507227
0.005000023844	0.1050001192	-0.0009115229386	-0.002591329293
0.01129031563	0.08758055974	-0.0005274659589	-0.001972484972
0.03225792161	0.06451584323	-0.0001391531879	-0.0005272133898
0.006451762752	0.07258081337	-0.0004560662158	-0.001365357852
0.009999713897	0.1549998689	-0.000484957503	0.0002868367265
0.0400002861	0.1390480881	-0.0005003919818	0.0004624412895
0.02749998808	0.1093189187	-0.0005467259743	-0.002945392364
0.02250001192	0.02726194696	-5.72E-05	-9.19E-05
0.02142843519	0.08142848288	-0.0007589381552	-0.001514256762
0.02857156481	0.06857089724	-0.0005545496132	1.09E-05
0.01749994039	0.1500007391	-0.0009742618253	-0.002220131045
0.03250005961	0.08758062742	-0.001018543844	-0.001832934891
0.009999777475	0.142902981	-0.0008532887764	-0.0005356252399
0.03333336512	0.1000000954	-0.0006590114939	3.16E-05
0.006666857402	0.095000453	-0.0005004327445	-0.0007299929587
-4.3	-20.4	0.0008502849396	0.01456097937
3.870014353	18.36006809	-0.0006439941652	-0.0008471410111
0.4299856474	2.039931908	0.000544717742	-0.005820032443
-0.02741914892	-0.08225744676	-0.0004668157988	0.003747838546
-0.02258085108	-0.1577414088	-0.0008086789247	0.001536040741
-0.01874992996	-0.110714025	-0.0009504198967	0.004083310221
-0.02499987483	-0.09999949932	-0.0008078160239	0.002423356393
-0.04196420519	-0.3107128607	-0.000679395537	-0.0005654850289
-0.01428599001	-0.2542871571	-0.0008457951703	-0.003469696218
-0.03249969602	-0.09833277079	-0.0002052851749	0.0006412322716
-0.01750030398	-0.1324992132	-7.24E-05	0.002548729853
-0.02857138964	-0.2228577112	-0.0006369959076	-0.001288244375
-0.02142861036	-0.2171420743	-0.000325068375	0.0004702228806
-0.08249860525	-1.382479126	-0.0006001695046	1.99E-05
-0.0151210587	0.01627503802	-0.0007662445861	0.0004241122268
0.04761966394	0.8762038738	-0.0006727772409	0.002930989543
-0.03064496281	-0.1069376779	-0.000804746456	-0.001935647141
-0.01935503719	-0.1180645394	-0.0002544623223	0.001473661409
-0.01166635672	-0.1095693062	-0.0003195769778	0.000855493398
-0.03333336512	-0.1333334605	-0.0004625216304	0.00240868608
-0.05983863752	-1.555475175	-0.0009306117362	0.002692401284
-0.04516164063	-1.249526081	-0.0007327316654	0.00757719386
0.0545442802	1.234974307	-0.0009698684559	0.001493365231
0.0454557198	0.9250267655	-0.0008462107244	0.001265008211
-0.0357140554	-0.1571438351	-0.0007414576553	0.0003376389416
-0.0142859446	-0.1128575477	-0.0001256075078	0.003465354808
-0.02857111068	-0.2057141904	-3.13E-05	0.001703473149
-0.02142888932	-0.1192857381	-0.0005887844706	-0.0007740878585
-0.03499916553	-0.1628560643	-0.0001579032264	-0.00194428094
-0.01500083447	-0.05742084862	0.0004534073215	-0.001451230741
-0.0499997139	-0.09999942779	-0.0004555226359	-0.002831436814
-2.86E-07	-0.03333384196	0.0001901062411	-0.001670479965
-0.009999713895	-0.0490318759	-0.0001608551783	0.0007706093141
-0.0400002861	-0.08000057221	-0.0001001110786	0.001546086473
-0.1899983311	-6.500702106	-0.0001454423213	0.00206155602
-0.1100016689	-3.758390355	-0.0004102914253	0.002888894195
0.9899994754	-17.90999051	-0.000326080905	0.009614797556
0.1100005246	-1.99000949	-0.0005248543572	0.01018220668
-1.049987256	19.89975846	-0.0004156250065	0.000187269821
-0.05001217222	0.0002415372323	-0.0007772733074	-0.003533336703
0.399996594	-7.580887829	-0.0003491934197	0.00386713984
0.650003406	-12.31911217	-0.0005675747966	0.00808771904
-0.304837553	5.777397434	-0.0008322591929	-0.006976297698
-0.6774163539	12.8386528	-0.0005518924009	-0.01120898514
-0.06774609305	1.283949763	-0.0003425584903	-0.01130324334
0.379992752	-7.959848174	-3.43E-05	0.0008721390748
0.570007248	-11.94015183	0.0001953380296	0.004869892463
-0.4274929785	8.954852919	-0.000366588984	-0.00704403925
-0.5225070215	10.94514708	-0.0003558531376	-0.005714245751
0.5224938845	-10.9448719	-0.0003130303305	0.004432565239
0.4275061155	-8.955128103	-0.0006473631185	0.007190769908
-0.27142814	5.685705248	-0.0007639238889	-0.003933264409
-0.203582279	4.264513002	-0.0004945598499	-0.007121104291
0.475010419	-9.95021825	-0.001003574467	0.0009558571002
-0.284993205	5.969857663	-0.0004260220524	-0.005403974138
-0.665006795	13.93014234	-0.0001478027097	-0.008911707852
0.5066627407	-10.61325109	-0.0005917553619	0.006139039731
0.4433372593	-9.286748906	0.0004836499517	0.01181325357
-0.4596756752	9.628995724	-0.0006148790377	0.002613964851
-0.3003302137	6.291127635	6.89E-05	-0.002674721708
0.760005889	-15.92012336	-0.0007852425341	0.005598032692
-0.1596771827	1.649997554	-0.0007107251566	-0.002269793515
-0.2903212945	2.99998671	-0.0005171782961	-0.005065359809
-1.52E-06	0.1500150919	-0.0006707939639	-0.001971869736
-0.002379473188	4.676160135	-0.0007086020234	-0.001591318539
-0.4976205268	10.42384051	-0.0004693666549	-0.006427276099
0.1575005364	-4.970016927	-0.0005509288265	-0.004595280521
0.1350003755	-4.26001185	-0.0003121508023	-0.005417725955
-0.2925009119	9.230028777	-0.0005542671844	-0.00652965649
0.2000001907	-6.375006079	0.0005861605321	0.001987489028
-0.1636320777	5.215772476	0.0007052154487	0.0008449428716
0.2169636308	-6.884049264	-0.0002930318932	0.003617313529
0.1466682561	-4.611717633	-7.35E-05	0.00531989504
-0.1714276113	5.454970255	-0.0004207730016	0.002625823339
-0.2285723887	7.200030245	0.0003507357213	-0.0016537008
0.1633325916	-5.529974887	-5.32E-05	-0.003328199503
0.1866674084	-6.283662801	-0.0003652134839	0.001773061251
-0.01666656827	0.08166659211	-0.0004255750342	-0.0002840548054
-0.03333343173	0.03333343173	-0.0004939965418	-0.0004957356502
-0.04500021457	1.285720811	-0.0002140070898	0.0009126552339
-0.2549997854	9.349992132	-0.0002308213809	-0.002842948344
0.8636224371	-18.09061737	-0.0005732447295	0.005236243273
0.08637756293	-1.809382634	-0.0004523162727	0.007939990573
-1.563672627	7.23653146	-0.0001721909147	-0.001791726948
1.563672627	-7.23653146	6.19E-06	-0.003830496568
-0.430004101	1.990018979	-0.001095709059	0.001646759375
-3.869995899	17.90998102	0.0009922193137	-0.009027576312
4.3	-19.9	-0.0009357376277	0.002626641011
-4.3	19.9	0.001124240046	-0.008453351135
4.3	-19.9	-0.0003766041039	2.67E-05
-0.05	0.0250001734	-0.001544187318	0.0022474925
-0.04499945164	0.144999547	-0.0009239937436	-0.0001057054743
-0.005000548357	0.1009100418	-0.0008019309056	-0.0003141712326
-0.02	0.1490910549	-0.00082511838	-0.0001674467387
-0.03	0.1245159355	-0.0005408000685	-0.002168500285
-0.05	0.3575267679	0.0002951285386	-0.006707989724
-0.02999990464	0.3466671163	-0.0006333240553	-0.000531969864
-0.04666676203	0.3600005722	-0.0003554546228	-0.002795258861
-0.02333333333	0.3000002861	-0.0004659312459	-0.002004343567
-0.03571419165	0.1928578633	-0.0008474179496	0.0009628787689
-0.01428580835	0.2321432334	-0.0009577621157	0.001336656871
-0.03249967814	0.3274990639	-0.0007558272035	0.0001094305536
-0.01750032186	0.3082156046	-0.0008915868716	0.000824271513
-0.01999996821	0.254286426	-0.0003535722168	-0.005366532174
-0.03000003179	0.2900002226	-0.0008052540418	-0.002085912366
-0.02749967814	0.4342849559	-0.0002149402597	-0.003479842443
-0.02250032186	0.4275001073	-0.0003301677941	0.0003343084421
-0.02619034969	0.3858349154	0.0007893285602	-0.004761619996
-0.02380965031	0.6166675522	2.48E-06	-0.002337523656
-4.54E-08	0.5000002725	6.05E-05	-0.003576915414
-0.04761871459	0.2857122876	0.0006556798109	-0.007258196073
-0.002381239992	0.8892846982	-0.0004308590216	-0.001947764708
-0.05	0.135003314	-0.0003870978394	-0.002679575105
-0.05	0.7500008583	-0.0002279819703	-0.007693254277
-0.05	0.6790922773	-3.33E-05	-0.00213939556
-0.0227268353	0.3659125148	-3.03E-05	-0.003786382466
-0.0272731647	0.4790915144	-0.0004219567735	-0.002845605166
-6.17E-12	0.6000000616	-0.0005452077812	-0.002788568388
-0.04999999999	0.602496674	-6.26E-05	-0.001618073611
-0.01499995232	0.4200005245	0.0001687077399	-0.003158187151
-0.03500004768	0.2995449608	-0.0004951369687	-0.0004446783413
-0.6799870305	0.4299917987	0.001037092985	-0.001907043739
0.6799870305	-0.1618104297	-0.000300613008	-0.001487285365
-0.02619025886	0.2172628832	-0.0001971752455	0.0002123824873
-0.02380974114	0.09523896456	0.0008839781788	0.001659997027
0.02249963045	-0.04499926091	0.000189285315	7.43E-05
-0.01749898673	0.03499797346	-0.0002414827309	-0.0006778136709
-0.005000643724	0.07129139766	0.0001214872474	-0.001190754568
0.2514282601	-6.254277969	0.0007896995788	0.006477530532
0.4571417361	-11.37140069	-0.0003520984196	0.008239610935
0.09143000385	-2.274321346	-0.0001233349605	0.006404598517
-0.03749953509	0.03749953509	-0.00048969792	0.006804996066
-0.01250046491	0.01250046491	0.0002058101681	0.008133996415
-2.074998068	9.359515115	0.0005468336918	-0.008561383582
2.024998068	-8.940900272	-0.001088059748	-0.0002243371907
-0.005000047688	0.2159091914	-0.001143642106	-0.004978439287
-0.04499995231	0.2649995709	-0.001150459058	-0.007219881266
-0.05	0.2122713801	0.0004813412319	0.001999533689
-0.02249991656	0.1222619204	-0.0006219194326	-0.007172464095
-0.02750008344	0.2624999643	-0.0006541786096	0.000842513512
-0.01176462421	0.1227619774	-0.0004758579407	-0.001956241939
-0.029411834	0.176471004	-0.0004713216777	-0.0009888727251
-0.008823541784	0.2137520504	-0.00072336573	0.00158566969
-0.002380608542	0.09761809178	-0.0003098183348	0.0008078182913
-0.04761925522	0.1428577657	-0.0002833908796	0.001405874441
-1.36E-07	0.1363631939	-0.0005418803426	0.001956554414
-0.01190470136	0.1244047371	-0.0002345820499	6.57E-06
-0.03809529864	0.05809463108	-0.0003847157165	0.001555072622
-4.29E-05	0.1001414279	-0.0004848865384	0.001423566754
4.29E-05	0.04747822241	-0.0006247160857	0.002431840888
-0.02142843519	0.07642845903	-0.0004857467242	0.001683799268
-0.02857156481	0.02857156481	-0.0007762317428	0.001463408311
-0.001612917618	0.001612917618	-0.0005712182049	0.0002756779383
-0.03225792161	0.03225792161	-0.0002099284757	-0.0005525304332
-0.01612916077	0.06612858857	-0.0001876091168	0.0004668929302
-0.3	10.93571356	0.0003263283128	-0.004187629939
0.6909012292	14.83619482	-0.0002938748136	-0.008047205213
0.2590987708	5.563805184	-0.0007070990828	-0.008960000763
-0.5428525206	-11.6570436	-0.0008987342456	0.005468295871
-0.4071474794	-8.742956401	-0.001068536085	0.004736858511
0.5066609288	10.87987679	-0.0002833281555	-0.006172057352
0.4433390712	9.520123213	-0.0002500891922	-0.009386201124
-4.3	-20.4	0.0009997496447	0.0003205976397
4.3	20.4	-0.0001665789973	-0.009947684467
-0.6174966027	-13.25992705	-0.0001143223967	0.009247975679
-0.3325033973	-7.140072953	0.0002109426148	0.01311159982
0.95	20.4	-0.0003200314893	-0.008997272518
-0.05	-0.1558064404	-0.001199174646	-0.001784414556
-0.9	-20.04516155	-0.0006339389401	0.01155659367
0.7499869958	18.79967403	-0.0003484679828	-0.008643474007
1.30E-05	0.05032597298	-0.0004122902916	-0.007658280981
-0.03571425977	-0.2892867745	5.34E-05	0.005320452756
-0.5042867417	-12.82574048	-0.0003269173096	0.007329326711
-0.2099989985	-5.459973962	-0.0004003706602	0.009031926225
0.1924988855	5.529967983	-0.0002053743052	-0.003624700894
0.3575011145	10.28669832	0.0001926384276	-0.008628746522
-0.02249996425	-0.2542860967	0.0005512092314	0.002946457791
-0.02750003575	-0.2900002385	-0.0004307188702	-0.0004852304384
0.2399957086	3.459934293	-0.0005517164871	-0.001140713491
0.06000429143	0.8010184132	-0.0006486656594	0.0003388178119
-0.03499992849	-0.1850001192	-0.001190035362	-0.003266882145
-0.01500007151	-0.1259519749	-0.0008503413582	-0.001792515142
-0.05	-0.09880943336	0.0002302149081	0.003392433909
-0.01499973776	-0.09595273502	-0.0009261315083	0.0006320414286
-0.03500026224	-0.1649999285	-0.0006853090048	0.001788412502
-0.004999737757	-0.1368191018	-0.0004609479066	-0.0007265646197
-0.04500026224	-0.1495454961	-0.0003171561768	0.0007077890349
-0.04499973776	-0.2449999285	-0.0005729478217	0.004453916927
-0.005000262243	-0.1054760992	-0.001122876819	-0.00240372032
-0.02999909403	-0.1299997298	-0.0005698456782	-0.0007090687313
-0.02000090597	-0.1000000954	-0.0001407056514	0.00109304251
-0.05	-0.1	-7.46E-05	-0.001008006466
-0.01666659856	-0.04833355472	-0.0004450130679	0.0001900499103
-0.03333340144	-0.0966662784	-0.0005162378736	0.001739577154
-0.05	-0.12	0.0006575885647	0.004891927352
-0.05	-0.1999998093	-0.0009022568064	-0.002240001837
-0.1636333609	-5.630806879	-0.0003185708776	0.002312738086
-0.1363666391	-4.659193503	0.0002873262963	0.007044117686
0.95	-19.9	-0.0004120059445	0.008929347844
-0.4274993207	8.95498577	0.0002620922997	-0.01252152689
-0.5225006793	10.94501423	-0.001003533756	-0.003071415809
0.6299978545	-13.71995328	-0.001432837846	0.006159412042
0.2700021455	-5.880046723	-0.001285602327	0.007496248972
-0.4499982567	9.799962034	-0.0002545841564	0.0006247532899
-0.4500017433	9.800037966	-0.001054562658	-0.0007199972534
0.8999960989	-19.59991504	-0.0009559160529	0.007818537951
3.90E-06	-8.50E-05	-0.001378002137	0.00751059047
-0.04499921323	0.04499921323	-0.001474880666	0.006217726919
-0.8550007868	19.55500079	-0.00101336315	-0.001268837217
0.6880912127	-15.78562194	-0.0004045952201	0.00738195251
0.1619087873	-3.764378062	-0.0004478771126	0.00794181779
-0.04999978543	0.1500003099	-0.0007223432346	0.001209950213
-0.38095135	9.169018449	-0.0007054986162	-0.002753932507
-0.4190488645	10.0309822	-0.0004184610773	-0.009496974366
0.6499882223	-17.34968563	0.0001039128399	0.009909871663
1.18E-05	-0.09576847775	-0.0009536061366	0.007478183112
-0.01249972583	0.194641006	-0.0003694405839	-0.002031136686
-0.03750027417	0.3375005603	-0.0004604376877	-0.004953837725
-0.2727251448	7.770397033	-0.0002938496737	-0.01077822105
-0.3272748552	9.054604326	-0.0004096731953	-0.009493922758
0.3599974252	-10.99992133	-0.0005939818856	0.004802099792
0.09000257479	-2.750078674	-0.0002090634882	0.006317310246
-0.004999070181	0.3499949932	-0.0003180161849	-0.003903294911
-0.04500092982	0.5149980689	-0.000197203505	-0.002570518583
-0.04999985696	0.1500013048	-0.0005823832665	0.003836659304
-1.43E-07	0.02500033377	-0.0005027795855	0.004133939174
-0.2863607951	9.727633128	-0.0001594473067	-0.005648279955
-0.06363920489	2.127367706	-0.0003669111258	-0.005178552295
0.2	-6.699998665	2.04E-06	0.001215098097
-0.05	0.2681816763	-0.0004466393816	0.001660002225
0.02499949933	-0.04999899867	-9.03E-05	0.00136166895
0.005000548337	-0.01000109667	-0.0006144075411	0.001333337366
-0.03000004767	0.09000016689	-0.0002476558751	0.0004744943355
-0.04999995233	0.7000000911	-0.0006262074814	-0.00100924667
-4.77E-08	0.3000006458	5.29E-05	-0.003105017488
-0.0124996543	0.2238087011	-0.0002164091918	-0.0008069100281
-0.0375003457	0.1738104201	-0.0003456036882	-1.45E-05
-0.004999308598	0.2574992013	0.0002896966345	-0.003011204478
-0.0450006914	0.4300016819	-8.19E-05	-0.0005563074232
0.05	0.1749992133	-0.0001229216389	-0.0007556625855
-0.01499964238	-0.02999928476	0.0002388547923	0.0004362154745
-0.03500035762	-0.07000071524	-0.0005827475134	0.0001057102453
0.02999923707	0.1963631193	-0.0004559598334	0.0002830021778
-0.01809428703	-0.03618857406	0.0004742784725	0.001823820817
-0.01190495004	-0.07380947095	0.0005119547532	0.001153329135
0.01499969006	0.1600001431	-0.000220523976	-0.001951284016
0.03500030994	0.167500298	9.26E-05	-0.0001384090515
-0.009999141702	-0.1899965668	-0.0005364159796	0.0009903077999
-0.0400008583	-0.2171457584	0.0007692663742	0.001184937003
0.0249997139	0.3159063505	-1.64E-05	-0.003479139524
0.0250002861	0.3750011444	0.001006497404	-0.00133268578
-0.0450001669	-0.5900003338	-0.0002983914529	0.001371745096
-0.004999833099	-0.1909511086	9.74E-05	0.0004807312235
0.05	0.2322732753	-8.13E-05	0.000537227416
-0.009999841057	-0.1699996821	-0.0004742633284	0.001228680766
-0.03333336512	-0.06666673025	0.0007704582649	0.003607848245
-0.006666793821	-0.3042420993	0.001003397494	0.001269886134
0.95	20.4	0.001190766873	-0.006039804724
-0.04999985695	-0.1499999306	-0.0006603161384	-0.003001657425
-1.43E-07	-0.1000002384	-0.000595366212	-0.001539987422
-0.04499930859	-0.1423799253	-0.0008533670867	-0.001270903596
-0.005000691413	-0.1500011444	-0.0005382920905	0.001063702113
-0.05	-0.1299983788	1.85E-05	0.001138568165
-0.03999988079	-0.2400000715	-0.0006220137635	0.004700441232
-0.01000011921	-0.1749996185	-0.0009225944455	0.0004548560782
-0.01999957085	-0.118093901	-0.0004387536864	0.0009805426378
-0.03000042915	-0.210001049	-0.0003886242825	0.0005262333052
-0.007499970199	-0.212500459	-0.0007882490117	-0.001844607956
-0.04749970396	-0.3124992311	-0.0007360089425	-0.001402978798
-0.03333336512	-0.1000000954	0.0002879409538	0.005069368512
-0.01166696072	-0.1649995947	-0.0005918028452	0.0001123197585
-0.04999952316	-0.1400014782	-0.0006387826888	0.0009891032454
-4.77E-07	-0.1500000477	-0.0003741884976	0.0003525982427
-0.04545453757	-0.327273117	-0.000701859098	-0.002089109292
-0.004545462426	-0.07022737173	-0.000294650615	0.0009648988163
-0.03999957085	-0.1799992371	4.73E-05	0.005206060577
-0.01000042915	-0.1157155472	-0.001034879889	-0.002751160553
-0.01249996424	-0.2200003815	-0.0007203273066	-0.001579988725
-0.03750003576	-0.1750001669	0.0008190517817	0.003866469948
-0.03499969006	-0.1168185812	-0.0004321847405	-0.001386353858
-0.01500030994	-0.03207338253	-0.000955123484	-0.003023900307
-0.05	-0.2963624434	-0.0005329846213	0.000849197875
-0.04999973774	-0.05000030127	-0.0004180567972	-0.002128327689
-2.62E-07	-0.1000002623	4.52E-05	0.001036181448
-0.04090857861	-0.177725712	-9.83E-05	-4.32E-05
-0.009091421387	-0.07727426416	-0.0004173015733	-0.001826656865
-0.05	-0.195000453	2.81E-05	0.001215889197
-0.05	-0.05	0.0003705163365	0.001203130641
-0.05	-0.1599998569	-0.0002107439973	0.0007706315963
-0.03181754736	-0.09681780962	-0.0001543766502	-0.002042720219
-0.01818245264	-0.07818064066	-0.0004424868341	-0.001449341613
-0.05	-0.1090901446	-0.0003291057735	-0.001744634853
-0.05	-0.1	-0.0004197774063	-0.001612092586
-0.03809493534	-0.09618996605	-6.74E-05	0.002756481832
-0.01190506466	-0.04880939021	0.0003176969741	0.003979461238
-0.1924984145	-5.197457192	4.91E-06	0.002127586691
-0.1575015855	-4.252542808	0.0007259117298	0.004890905749
0.1099879358	2.039776264	-0.0001136508036	-0.002620893971
0.9900120642	18.36022374	-0.0002951727226	-0.01124389968
-1.1	-20.4	-0.0002041786595	0.009486329811
1.1	20.4	-0.0006407123949	-0.01090286322
-0.05499344337	-1.019878404	-0.00103520518	-0.000418717925
-1.045006557	-19.3801216	-0.001071272891	0.002999997359
0.2863559397	5.563486829	0.0002784282671	-0.003981279791
0.7636440603	14.83651317	-0.00017579881	-0.00675412117
-1.05	-20.4	-0.0001942852979	0.01191116745
0.2863615673	5.563596164	-0.0002770712611	-0.003386732575
0.7636384327	14.83640384	0.0003167473573	-0.00475237692
-0.7349944923	-14.27989299	-0.0002769386765	0.009733789787
-0.3150055077	-6.120107007	-0.0003837536869	0.007655496141
0.3149924896	6.119854083	-0.0006660207593	-0.002370177598
0.7350075104	14.28014592	-0.0007391350771	-0.006382234655
-0.1999818799	-4.07963035	-0.0005657072577	-0.004968389652
-0.8000181201	-16.32036965	3.72E-05	-0.0003814934389
0.09090317944	1.854424861	0.0005991508806	-0.003828728573
0.9090968206	18.54557514	-0.0009126630648	-0.00928925233
-0.7999999998	-16.31999999	-0.0006187687442	0.005503350523
-0.2000000002	-4.080000005	-4.86E-05	0.01045274582
0.04877982397	0.995108409	-1.88E-05	0.0005420516057
0.4878033576	9.951188495	0.0006230839811	-0.006196701
0.4634168184	9.453703096	0.001185728058	-0.01335092448
-1	-20.4	0.0001321222133	0.01232780157
1	20.4	-0.001041797641	-0.007793339162
-1	-20.4	-0.00033913527	0.005884877859
